,LegitCount,MI,SpamCount,Term
11804,1860.0,5.1783601878334435,481.0,subject
41294,657.0,2.38157001996458,253.0,please
43783,778.0,2.223589410958478,210.0,information
16693,133.0,2.101505590160943,278.0,free
28657,633.0,2.0880319078481757,213.0,mail
20914,583.0,2.022394461432039,211.0,http
13895,528.0,1.9252707244210148,205.0,address
32331,430.0,1.697119465961434,186.0,send
21850,283.0,1.6613954491758882,201.0,here
39648,372.0,1.6605448111143422,189.0,list
23049,216.0,1.5902175915806207,199.0,over
28842,343.0,1.5499228277414854,177.0,name
17986,444.0,1.5355571741841183,160.0,call
9676,512.0,1.5079818804053553,145.0,first
3405,398.0,1.488263128316026,160.0,email
7128,369.0,1.4794360729585,163.0,many
18858,262.0,1.4534221570962915,174.0,order
8926,1081.0,1.4418922085358243,15.0,university
14786,484.0,1.418474231582228,136.0,been
21994,144.0,1.4058567392720038,181.0,want
22949,96.0,1.4028609067083495,185.0,receive
7981,1070.0,1.393014576160945,6.0,language
17068,307.0,1.3843359412628036,158.0,most
7959,493.0,1.3628208061212663,126.0,following
2587,437.0,1.354704262693596,134.0,available
2226,148.0,1.3513455039801483,173.0,best
7918,55.0,1.3375222148757124,179.0,money
15890,420.0,1.3233141900717564,132.0,number
29512,207.0,1.3065395586687218,160.0,need
10532,418.0,1.3012790828487482,129.0,work
5085,79.0,1.2764815504435454,169.0,mailing
16963,91.0,1.2617222014054403,166.0,internet
18669,278.0,1.218644719828331,138.0,below
7917,6.0,1.2075633007263669,163.0,remove
28896,275.0,1.1745241519134353,132.0,each
44559,265.0,1.1716499696441358,133.0,phone
39323,245.0,1.1593588673221231,134.0,much
25458,100.0,1.1587785353489617,151.0,every
7097,58.0,1.1557301157737223,154.0,today
19979,217.0,1.1540904933425415,137.0,even
23932,142.0,1.146389215218412,145.0,line
29187,883.0,1.1382270261356604,1.0,linguistics
25976,324.0,1.135616392544709,119.0,where
20612,100.0,1.1226446160788432,146.0,check
9725,176.0,1.117653184941228,137.0,site
1882,63.0,1.1071597725972693,147.0,business
11599,61.0,1.1060932484464356,147.0,days
37666,252.0,1.1040279383423697,125.0,before
38946,288.0,1.0852065298412803,117.0,state
34656,283.0,1.073357417533584,116.0,world
