,LegitCount,MI,SpamCount,Term
11838,2324.0,5.2791355511852265,452.0,subject
4492,1414.0,3.734168282854367,346.0,this
34036,1369.0,3.511597959838707,321.0,have
15718,1431.0,3.4602488041554187,307.0,with
43842,1314.0,3.2442492084619463,291.0,from
9480,1205.0,3.2353407533388485,302.0,will
39359,508.0,3.1024242732753846,351.0,your
32392,1297.0,3.0977007829373644,273.0,that
28714,880.0,2.6661042124759065,261.0,mail
41338,880.0,2.5305936629005115,243.0,please
44527,830.0,2.437964540744481,236.0,more
43850,1042.0,2.35490169465892,201.0,information
4065,585.0,2.280936176270562,240.0,only
13932,808.0,2.262702643152162,215.0,address
16748,162.0,2.215517790725395,263.0,free
32378,781.0,2.1660358498373715,205.0,send
15333,545.0,2.159100718268221,228.0,time
20955,849.0,2.13287918670424,193.0,http
19122,610.0,2.0995283172206274,214.0,make
39681,546.0,2.013153298858373,209.0,list
3138,939.0,1.9981944266329248,164.0,other
24049,892.0,1.9791401794861283,167.0,include
17562,826.0,1.9738011533867148,174.0,there
10792,850.0,1.9576463362183032,169.0,about
18058,723.0,1.947161364700691,182.0,call
21936,265.0,1.9217192914332604,221.0,just
28735,901.0,1.8501404565490929,148.0,also
3759,576.0,1.8447666029853635,184.0,what
23026,368.0,1.8332708639164572,202.0,receive
28884,559.0,1.7859964799803063,178.0,name
10597,767.0,1.7774446649327391,154.0,work
44108,813.0,1.7733897434131451,148.0,follow
21917,707.0,1.7708325465446402,160.0,would
1430,603.0,1.7602488734834083,170.0,like
42762,490.0,1.7562219178162628,181.0,take
30682,988.0,1.7169672810672267,118.0,which
9151,639.0,1.6922565507184817,157.0,these
13274,700.0,1.684023042735877,149.0,their
25323,562.0,1.6673469627565267,162.0,they
21908,320.0,1.6599591854606075,184.0,here
18894,459.0,1.6562562778650016,171.0,order
23121,267.0,1.6506728737823837,187.0,over
31774,469.0,1.6330943293966964,167.0,know
7967,24.0,1.624938390951325,195.0,remove
8025,1574.0,1.616168747018682,6.0,language
29569,321.0,1.5739402166474958,173.0,need
22044,208.0,1.568973275690304,181.0,want
3489,531.0,1.5673630435126429,152.0,email
9766,647.0,1.5659237111702555,139.0,first
18258,723.0,1.5581830256989662,129.0,some
