,LegitCount,MI,SpamCount,Term
11691,2409.0,5.372568714715512,281.0,subject
28337,928.0,2.778434031757945,164.0,mail
40781,920.0,2.5024265549831908,143.0,please
43253,1097.0,2.4470277953093404,128.0,information
16537,169.0,2.3429449607578388,162.0,free
20678,903.0,2.2607603076974847,125.0,http
13759,845.0,2.128574800262053,118.0,address
31940,818.0,2.0956878434710915,117.0,send
39144,565.0,2.020364023023682,125.0,list
17824,762.0,1.9904721157813496,112.0,call
23743,938.0,1.9876620589525205,101.0,include
22735,378.0,1.9198838366734887,126.0,receive
10459,794.0,1.8004753831205162,95.0,work
43501,850.0,1.7577765461007868,88.0,follow
22828,274.0,1.7434130114347532,117.0,over
7864,25.0,1.7312234037285836,119.0,remove
21757,211.0,1.7166635521399811,117.0,want
21621,329.0,1.7163642550525735,113.0,here
18651,482.0,1.7151656387458254,106.0,order
28501,581.0,1.692009427050404,99.0,name
3019,240.0,1.6449280370594872,111.0,offer
3424,547.0,1.64201505592124,97.0,email
29183,340.0,1.6003756944748002,104.0,need
9640,667.0,1.5775042067378997,85.0,first
25470,783.0,1.5694103073674683,77.0,interest
7923,1632.0,1.5571783559193155,4.0,language
16908,393.0,1.538492692373825,97.0,most
2245,177.0,1.5080501404410689,103.0,best
7082,460.0,1.4773792556452152,89.0,many
8888,1456.0,1.473306250909748,14.0,university
7865,67.0,1.4728542346468814,102.0,money
2615,599.0,1.4501977235514818,79.0,available
38440,455.0,1.4478589533877826,87.0,state
15749,628.0,1.4473030647036742,77.0,number
20368,198.0,1.4463175001201538,98.0,check
28553,383.0,1.3994676885504544,87.0,each
23688,247.0,1.3727230855815262,91.0,line
7056,85.0,1.3578952809668403,94.0,today
9693,294.0,1.3578006106159763,88.0,site
25187,125.0,1.3508420247961563,93.0,every
16799,120.0,1.3353938064977129,92.0,internet
40289,493.0,1.3073919327832706,74.0,program
38798,282.0,1.2968737084113002,84.0,much
18472,383.0,1.281030399085186,78.0,below
19740,318.0,1.2783377255927106,81.0,even
34217,401.0,1.2672366920508191,76.0,world
43682,168.0,1.2668536057819242,86.0,start
24311,187.0,1.2610578840685995,85.0,week
35375,361.0,1.2531269742668192,77.0,thank
44037,364.0,1.2419953018296117,76.0,phone
12328,517.0,1.236756766394345,67.0,question
37192,316.0,1.2238288954580805,77.0,before
25714,396.0,1.2117635382555387,72.0,where
1911,80.0,1.199507716086295,83.0,business
22158,56.0,1.1984344680538606,83.0,product
15120,62.0,1.1983432517489483,83.0,market
38372,245.0,1.1946050856289665,78.0,message
35608,1258.0,1.1841778013376951,0.0,linguistic
35539,358.0,1.1332968256788951,68.0,special
