,LegitCount,MI,SpamCount,Term
12585,2211.0,5.450635646268988,304.0,subject
4704,1350.0,3.842382422186716,230.0,this
16738,1376.0,3.539484939236609,202.0,with
46616,1260.0,3.2992011630392533,190.0,from
10051,1149.0,3.2848592561111705,197.0,will
36196,994.0,3.2618633778331487,206.0,have
34436,1237.0,3.2559690038193123,188.0,that
41908,491.0,3.2421216049602997,234.0,your
47322,802.0,2.641220144081589,167.0,more
43967,826.0,2.5541612214546845,158.0,please
46622,1010.0,2.4799241531434504,138.0,information
17790,150.0,2.327052013147181,175.0,free
22230,843.0,2.3220369906506937,137.0,http
4229,560.0,2.319199403364352,156.0,only
30485,813.0,2.272934198998555,135.0,mail
16319,461.0,2.27248430140834,158.0,time
23266,250.0,2.0553911975724404,151.0,just
18642,774.0,2.0531181217112144,119.0,there
14833,665.0,2.0420954739113,126.0,address
11447,805.0,1.9881501871405904,111.0,about
30512,853.0,1.9062189709606243,100.0,also
3249,843.0,1.8971071838720959,100.0,other
3905,546.0,1.861456098451628,119.0,what
34423,521.0,1.8414873457833103,119.0,send
23243,663.0,1.8291722538055848,108.0,would
14123,667.0,1.797725609371093,105.0,their
42237,399.0,1.797398462920239,123.0,list
23232,296.0,1.790056968331215,128.0,here
1478,557.0,1.786991611097046,112.0,like
24531,252.0,1.751219807285696,127.0,over
19151,624.0,1.7373485262346875,103.0,call
20282,290.0,1.7361401079224192,124.0,make
26872,537.0,1.7349608038625814,109.0,they
3618,514.0,1.6804919583943736,106.0,email
32589,936.0,1.6747977398184712,72.0,which
10338,616.0,1.6605992036073045,97.0,first
30684,439.0,1.6567699607640485,109.0,name
9703,616.0,1.6489892395964858,96.0,these
20049,349.0,1.6387415322718053,113.0,order
19372,666.0,1.6009808338906857,88.0,some
18189,352.0,1.5671291729964063,107.0,most
7616,422.0,1.5590749050507342,102.0,many
2367,161.0,1.5385003512135478,114.0,best
23384,144.0,1.531257080564946,114.0,want
24422,113.0,1.5071330049057918,113.0,receive
2766,552.0,1.4889745662438476,87.0,available
9547,1334.0,1.4801501197998608,10.0,university
45276,372.0,1.472154764242121,98.0,very
8457,62.0,1.4705306621898764,111.0,money
15782,557.0,1.4701229947046484,85.0,been
8501,617.0,1.4543932903190202,79.0,following
32140,552.0,1.4541819881187252,84.0,than
45723,340.0,1.4481811041327113,98.0,people
33771,328.0,1.4393854388212382,98.0,know
5410,99.0,1.4247467416356951,107.0,mailing
11244,504.0,1.41267028696658,84.0,work
8524,1317.0,1.407901949451096,2.0,language
7583,77.0,1.406556731888048,106.0,today
18076,113.0,1.4030402342520931,105.0,internet
45471,298.0,1.3809581583958408,95.0,take
31394,229.0,1.3719899684598469,98.0,need
15428,267.0,1.3717908175213742,96.0,then
25465,179.0,1.3681800735192513,100.0,line
14235,506.0,1.356184773722399,79.0,well
5950,324.0,1.3508788957789195,91.0,them
19860,353.0,1.336475203874124,88.0,below
12365,80.0,1.3284089580909364,100.0,days
30104,726.0,1.3223000502292883,58.0,should
30735,364.0,1.3209342096868488,86.0,each
16957,528.0,1.3177452405816723,74.0,number
27083,118.0,1.3140584329976444,98.0,every
41883,252.0,1.3120186752057592,92.0,much
8456,7.0,1.2939517121643709,97.0,remove
40110,294.0,1.2798763097660133,87.0,before
36882,370.0,1.277683195509356,82.0,world
27632,358.0,1.268124164449875,82.0,where
10389,255.0,1.264473982286413,88.0,site
41492,350.0,1.2497818845534383,81.0,state
5997,318.0,1.2490623400464376,83.0,when
47447,332.0,1.2477283607364589,82.0,phone
2010,73.0,1.2220057208225106,92.0,business
21239,238.0,1.203290042323481,84.0,even
2339,476.0,1.1912748239109443,67.0,including
21907,131.0,1.1906860896727227,88.0,check
31048,1117.0,1.190606534294287,1.0,linguistics
31197,332.0,1.163493144849542,75.0,within
18923,173.0,1.1619312305974303,84.0,come
43420,381.0,1.1559422925748335,71.0,program
40010,405.0,1.1410219685215621,68.0,into
45087,177.0,1.139060165461516,82.0,home
38334,337.0,1.1316165506312297,72.0,special
25530,480.0,1.1262368628098205,61.0,include
25280,295.0,1.1224316368394056,74.0,could
41419,189.0,1.1212811972246417,80.0,message
3193,82.0,1.1197347908022637,84.0,offer
26330,227.0,1.0843967070536675,75.0,find
26275,59.0,1.0748504984926075,81.0,easy
41176,292.0,1.0718231473549586,70.0,using
37869,386.0,1.066371669313515,63.0,sent
17435,296.0,1.0629324496800503,69.0,through
27392,16.0,1.0626036542602544,80.0,removed
25457,16.0,1.0626036542602544,80.0,click
20360,375.0,1.0569346094715841,63.0,must
20972,175.0,1.0498332484015875,75.0,give
31984,283.0,1.0406855394611965,68.0,after
14448,71.0,1.0382782639046808,78.0,ever
30455,226.0,1.034425650418524,71.0,years
40407,399.0,1.0197262747724058,58.0,those
47066,60.0,1.0094176144616525,76.0,start
26973,417.0,1.0012842730633675,55.0,form
23726,387.0,0.9976439573562002,57.0,different
25951,282.0,0.9918080642873238,64.0,full
9594,252.0,0.980445431571922,65.0,date
14397,532.0,0.9743577550923841,43.0,contact
6745,739.0,0.9743480097483992,23.0,research
16945,275.0,0.9622562591023064,62.0,being
18172,136.0,0.9509305438193948,69.0,great
42003,304.0,0.9500840620726272,59.0,place
18218,80.0,0.9499783403164012,71.0,service
8083,379.0,0.9445328341669006,53.0,does
10958,162.0,0.9414153605267384,67.0,city
34668,321.0,0.9407256152186312,57.0,questions
5003,138.0,0.9394231554858644,68.0,right
1452,305.0,0.9390873821586974,58.0,made
8503,131.0,0.9354411404411525,68.0,read
38174,145.0,0.9309218001544486,67.0,thank
46243,125.0,0.9194264191449092,67.0,wish
12031,166.0,0.9189958097559536,65.0,type
42443,64.0,0.9188063426337328,69.0,cost
13468,213.0,0.9146483829016184,62.0,help
36087,133.0,0.9112505365982008,66.0,back
20706,553.0,0.9091578907200556,35.0,such
34722,126.0,0.9072877379514857,66.0,again
17964,59.0,0.90440464907175,68.0,reply
25907,261.0,0.903161355072148,58.0,received
23824,23.0,0.9011869614847872,68.0,product
28269,41.0,0.9011275506704736,68.0,company
13088,190.0,0.8980836281934523,62.0,good
26156,79.0,0.8977490836942148,67.0,week
26840,459.0,0.8941411864526931,42.0,both
20344,96.0,0.8919735893751658,66.0,never
25707,195.0,0.8893263911122524,61.0,year
1243,468.0,0.880763685364158,40.0,further
11564,303.0,0.8668230632038656,52.0,computer
41916,116.0,0.8636951782086717,63.0,price
44218,39.0,0.8613525589550737,65.0,marketing
26164,133.0,0.8607454180351514,62.0,plus
14096,124.0,0.8554840522672138,62.0,making
11945,94.0,0.8525239174648781,63.0,simple
6664,783.0,0.8481196575212504,3.0,english
30785,276.0,0.8440657267541387,52.0,same
43213,95.0,0.8401701597982257,62.0,once
26129,210.0,0.8392803204555865,56.0,because
1677,7.0,0.8390424398564431,63.0,thousands
23247,336.0,0.8375209896297109,47.0,interested
13912,13.0,0.8366762047942611,63.0,save
26749,44.0,0.8356703622684365,63.0,online
24129,562.0,0.8351746317804559,27.0,between
3627,34.0,0.8345495047792111,63.0,products
9068,103.0,0.8313466384019502,61.0,next
12422,334.0,0.8128153357819363,45.0,used
14475,54.0,0.8115799188268089,61.0,credit
21484,758.0,0.8095239508873735,1.0,languages
19552,151.0,0.8094566904780296,57.0,software
32626,121.0,0.8031907973127828,58.0,card
37191,278.0,0.7987043826918319,48.0,copy
755,264.0,0.7986464337978415,49.0,above
29485,53.0,0.7982454328031199,60.0,orders
27874,502.0,0.7962828739354006,29.0,paper
15709,127.0,0.794177187246599,57.0,visit
24154,747.0,0.7941003570220131,0.0,papers
19641,91.0,0.7869922397459276,58.0,simply
43783,169.0,0.7846889572773738,54.0,addresses
2094,315.0,0.7844581827795515,44.0,part
21539,25.0,0.7814944837191035,59.0,cash
3209,57.0,0.7732654040047707,58.0,hours
44842,247.0,0.7726831622763635,48.0,note
41190,107.0,0.7698705263639466,56.0,better
33171,435.0,0.7626441410304843,32.0,based
37165,234.0,0.7619937870984744,48.0,anyone
27385,360.0,0.7573206220778728,38.0,interest
2812,357.0,0.754545103739078,38.0,possible
14033,193.0,0.7535416577786046,50.0,major
35228,457.0,0.7521291938508197,29.0,international
24705,118.0,0.7509764744089791,54.0,really
36826,290.0,0.7509001084849211,43.0,system
34851,155.0,0.7501804768749516,52.0,required
10834,262.0,0.7499552434365304,45.0,were
22216,63.0,0.749243336631874,56.0,keep
33517,81.0,0.7437719478604402,55.0,down
45889,193.0,0.7414303186333911,49.0,under
7213,86.0,0.7333412212504491,54.0,tell
12166,54.0,0.7332532169314628,55.0,instructions
41256,369.0,0.7324201746738239,35.0,page
33944,255.0,0.7322874178509008,44.0,found
41469,114.0,0.7233857621405351,52.0,always
30628,332.0,0.7203046998740964,37.0,html
19756,6.0,0.7191792341626655,54.0,income
27223,80.0,0.7176353847321576,53.0,amount
514,11.0,0.7171949426795107,54.0,sales
35540,192.0,0.7164874318208829,47.0,without
1703,101.0,0.7157995823157794,52.0,show
16294,18.0,0.7156830426591356,54.0,market
38403,673.0,0.7154344582005553,0.0,linguistic
3970,137.0,0.7130828640980832,50.0,little
10120,230.0,0.7112643702266364,44.0,while
34197,198.0,0.7091478621545022,46.0,think
38446,255.0,0.7089085627978011,42.0,working
17892,225.0,0.7071212399820236,44.0,several
23625,125.0,0.7051747301140873,50.0,future
36462,16.0,0.702682469642693,53.0,million
27802,19.0,0.7022704793657354,53.0,yourself
1881,31.0,0.7022575721361156,53.0,live
6259,95.0,0.6997800355599618,51.0,life
14921,166.0,0.6967102763633617,47.0,less
21545,211.0,0.6956419368791393,44.0,another
15410,427.0,0.6912375818258158,26.0,word
15673,120.0,0.6894668843420403,49.0,real
20343,200.0,0.6867582981466777,44.0,still
8784,432.0,0.6857037684965873,25.0,book
35252,91.0,0.6848958014696896,50.0,personal
39052,64.0,0.6848664713580909,51.0,lists
15069,5.0,0.6795685927123816,51.0,hundreds
43448,45.0,0.6784956249010531,51.0,month
38933,75.0,0.6767923357963749,50.0,programs
20726,17.0,0.6759228736225171,51.0,purchase
7163,212.0,0.6726915368400446,42.0,last
20044,439.0,0.6719191386392771,23.0,words
46998,294.0,0.663031885533109,35.0,provide
33373,253.0,0.6607145682778832,38.0,least
15024,611.0,0.6595764666918384,2.0,conference
8359,302.0,0.6590729316469378,34.0,important
5785,62.0,0.6582144704910136,49.0,hour
7450,109.0,0.6574805878001527,47.0,believe
15297,191.0,0.6556149072909172,42.0,others
4447,410.0,0.6536303363904117,24.0,second
33580,120.0,0.6520180398789589,46.0,letter
9122,38.0,0.6506649943211421,49.0,everything
22456,241.0,0.6502670684557418,38.0,limited
21251,117.0,0.6500558777030297,46.0,opportunity
83,183.0,0.6492370040433244,42.0,results
13590,92.0,0.6473740271814329,47.0,reports
43616,271.0,0.642235071828999,35.0,area
2536,155.0,0.6397452480288681,43.0,additional
182,224.0,0.6356444784661455,38.0,details
17687,60.0,0.6315642455414788,47.0,print
3809,49.0,0.6274992755120828,47.0,everyone
7058,153.0,0.6260688453952874,42.0,able
33616,314.0,0.6256445165546596,30.0,given
16842,74.0,0.6250639433295819,46.0,search
6658,12.0,0.6235718162289455,47.0,bulk
1793,132.0,0.6230235695116915,43.0,soon
969,22.0,0.6225040502532871,47.0,dollars
20495,110.0,0.6205537625003968,44.0,sure
34298,361.0,0.616283100714213,25.0,text
481,139.0,0.6157374179374875,42.0,high
38799,154.0,0.6146624454269075,41.0,complete
46882,119.0,0.6140465183654029,43.0,follow
35280,5.0,0.6126898661843538,46.0,selling
32200,11.0,0.6104851526894371,46.0,advertising
9572,163.0,0.6094622525370925,40.0,hard
8131,57.0,0.6045074687554898,45.0,services
12083,186.0,0.6038578986592502,38.0,experience
43051,102.0,0.6029476586833463,43.0,code
20299,149.0,0.5987295519104041,40.0,looking
7342,94.0,0.5980220909763243,43.0,offers
23515,361.0,0.5951008850324173,23.0,three
31209,154.0,0.5904163563660257,39.0,names
7546,135.0,0.588322911596178,40.0,look
19492,91.0,0.5836255240468581,42.0,weeks
47164,203.0,0.5826366673759399,35.0,course
22519,89.0,0.5824340079716773,42.0,else
28201,325.0,0.5815269929925247,25.0,title
41648,96.0,0.5741168067207538,41.0,someone
8027,191.0,0.5724967615589978,35.0,change
42206,36.0,0.5715817492624607,43.0,success
21721,13.0,0.5700976600876019,43.0,yours
25788,66.0,0.5699412959426188,42.0,return
47506,25.0,0.5697427741387584,43.0,package
47513,509.0,0.5661767492200047,4.0,department
39440,380.0,0.5621046654942987,18.0,case
